id,tier1,tier2,tier3,explanation
258,Measurement OR Testing,Temperature measurement and monitoring,,"Sensors and instruments measuring temperature using thermocouples, RTDs, infrared, or other methods for process control, heat treatment, and environmental monitoring. Select for process temperature control, heat treatment verification, thermal mapping, or equipment monitoring. Temperature measurement (vs other parameters), contact (TC, RTD) or non-contact (IR) methods, critical control parameter. Process control, heat treatment monitoring, thermal profiling, equipment condition monitoring."
259,Measurement OR Testing,Mechanical testing,,"Laboratory testing determining material mechanical properties including tensile strength, hardness, toughness, fatigue, creep, and impact resistance through standardized test methods. Choose for material property verification, quality control, material selection, or failure investigation. Mechanical property determination (vs dimensional or chemical testing), destructive testing typically, standardized test methods. Tensile testing, hardness testing, impact testing, fatigue testing per ASTM standards."
260,Measurement OR Testing,Residual stress measurement ,,"Techniques measuring internal stresses remaining in material after manufacturing using X-ray diffraction, hole drilling, or ultrasonic methods affecting performance and distortion. Select for understanding part distortion, predicting fatigue life, optimizing manufacturing processes, or failure analysis. Internal stress measurement (vs external load testing), affects part performance and distortion, specialized measurement techniques. XRD, hole drilling, contour method for residual stress analysis in welded, machined, or formed parts."
261,Measurement OR Testing,Metrology,,"Science of measurement including dimensional, geometric, and quality measurement establishing traceability, accuracy, and calibration systems for manufacturing measurement equipment. Choose for establishing measurement traceability, calibration programs, measurement system analysis, or ensuring measurement accuracy. Measurement science and systems (vs specific measurement tools), ensures accuracy and traceability, quality infrastructure. Calibration programs, measurement uncertainty analysis, gage R&R, traceability to standards."
262,Measurement OR Testing,Machine verification,,"Procedures measuring and verifying machine tool accuracy, positioning, repeatability, geometry, and performance using standards, artifacts, and calibrated instruments. Select for machine acceptance testing, periodic verification, compensating geometric errors, or maintaining machine accuracy. Machine performance verification (vs part inspection), ensures machine accuracy, laser interferometry and artifact-based methods. Laser interferometry, ballbar testing, machine calibration per ISO 230 standards."
263,Measurement OR Testing,In-process inspection technologies,,"Measurement systems integrated into manufacturing processes providing real-time dimensional or quality data enabling process adjustment and 100% inspection. Choose for real-time quality control, 100% inspection at production speed, or closed-loop process control. Integrated in-process measurement (vs offline inspection), real-time feedback enables process adjustment, production-speed inspection. In-line optical inspection, laser gauging, machine-mounted probing, integrated vision systems."
264,Measurement OR Testing,In-process monitoring ,,"Sensors and systems continuously measuring process parameters like forces, temperatures, vibrations during manufacturing operations for quality control and optimization. Choose for understanding process conditions, detecting anomalies in real-time, or adaptive process control. Process parameter monitoring (vs product inspection), real-time data during production, enables process understanding and control. Force monitoring, acoustic emission, temperature monitoring during machining/forming/welding."
265,Measurement OR Testing,Surface metrology,,"Measurement and characterization of surface texture, roughness, waviness, and form using contact or optical instruments for quality control and functional performance. Select for surface finish verification, texture specification compliance, or correlating surface to performance. Surface characterization (vs dimensional measurement), texture parameters (Ra, Rz, etc.), contact stylus or optical methods. Profilometry, optical profilers for surface roughness, waviness, and texture analysis."
266,Measurement OR Testing,Non Destructive testing,,"Inspection techniques evaluating material and component integrity without causing damage using ultrasonic, radiography, magnetic particle, dye penetrant, or eddy current methods. Choose for finding internal defects without destroying parts, in-service inspection, or 100% inspection of critical parts. Non-damaging inspection (vs destructive testing), reveals internal defects, various physical principles. Ultrasonic testing, radiography, magnetic particle, liquid penetrant, eddy current for defect detection."
267,Measurement OR Testing,Reverse Engineering,,"Measures and analyzes existing physical parts creating CAD models, drawings, or specifications recreating design intent from physical artifacts. Select for recreating lost documentation, competitive analysis, legacy part reproduction, or digitizing existing designs. Physical-to-digital conversion (vs forward design), recreates design from existing parts, scanning and CAD modeling. 3D scanning, CAD model creation, legacy part documentation, competitive analysis."
268,Measurement OR Testing,Measurement Management Systems,,"Organizational systems managing calibration, measurement uncertainty, traceability, documentation, and quality assurance for measurement equipment and processes. Choose for managing calibration programs, ensuring measurement traceability, or quality system compliance (ISO 9001, AS9100). Measurement system management (vs individual measurements), ensures organizational measurement quality, software and procedures. Calibration tracking software, measurement uncertainty analysis, gage management, audit trails."
269,Measurement OR Testing,Verification ,,"Activities confirming measurements, products, processes, or systems meet specified requirements through objective evidence and testing. Choose for confirming conformance to specifications, validation of requirements, or demonstrating compliance. Conformance confirmation (vs capability development), objective evidence of compliance, various verification methods. Product conformance testing, process verification, requirement validation, acceptance testing."
270,Measurement OR Testing,Verification ,Standards,"Reference artifacts, materials, or procedures with certified known values used to calibrate, verify, or validate measurement systems and instruments. Choose for calibrating measurement equipment, verifying measurement accuracy, or establishing traceability to national/international standards. Certified reference values (vs uncalibrated artifacts), establishes measurement traceability, NIST-traceable or equivalent. Gage blocks, reference materials, certified test pieces, calibration standards."
271,Measurement OR Testing,Verification ,Artefacts,"Physical objects with certified geometric, dimensional, or material properties used as references for calibrating and verifying measurement equipment and processes. Select for machine verification, measurement system validation, or establishing known-value references. Physical reference objects (vs procedural standards), known certified properties, used for equipment verification. Step gauges, test parts, reference spheres, calibration artifacts, ring gauges."
272,Measurement OR Testing,Molecular Topollogy,,"Study and analysis of three-dimensional spatial arrangement and connectivity of molecules particularly relevant for understanding material properties and biological systems. Choose for analyzing molecular structure-property relationships, drug design, or materials science research at molecular level. Molecular spatial analysis (vs bulk material testing), three-dimensional connectivity and arrangement, specialized analytical domain. Computational chemistry, molecular modeling, structure-function analysis in materials and biologics."
273,Measurement OR Testing,Molecular Topollogy,Biomolecules,"Analysis and characterization of biological molecules including proteins, nucleic acids, carbohydrates studying their structure, function, and interactions. Select for protein characterization, DNA/RNA analysis, enzyme studies, or biopharmaceutical development. Biological molecule analysis (vs synthetic polymers), structure-function relationships, specialized bioanalytical methods. Protein sequencing, DNA analysis, enzyme characterization, antibody analysis for biotech/pharma."
274,Measurement OR Testing,Genomes ,,"Analysis and sequencing of complete genetic material of organisms relevant for biotechnology, materials development, and biological manufacturing processes. Choose for genetic engineering, strain development, understanding biological production organisms, or synthetic biology applications. Complete genetic code analysis (vs single gene), organism genetic characterization, biotechnology application. Microbial strain characterization, genetic engineering, synthetic biology, metabolic engineering for bioprocessing."
275,Additive Manufacturing OR 3D printing OR 3DP,,,"Layer-by-layer material addition from digital models building three-dimensional objects through selective material deposition, fusion, or binding enabling complex geometries and customization. Select for complex internal geometries, mass customization, rapid prototyping, low-volume production without tooling, or design freedom impossible with conventional manufacturing. Additive layer-wise construction (vs subtractive machining or formative processes), builds complexity without cost penalty, minimal material waste, enables lattices and internal channels. Rapid prototyping, custom medical implants, aerospace brackets, tooling, low-volume production."
276,Additive Manufacturing OR 3D printing OR 3DP,Vat photopolymerisation,,"Selectively cures liquid photopolymer resin in vat using light (UV laser or DLP projector) layer-by-layer producing high-resolution parts with excellent surface finish. Choose for high detail and surface finish requirements, clear parts, dental/jewelry applications, or smooth surfaces. Light-cured liquid resin (vs powder or filament), highest resolution AM process (25-100μm layers), excellent surface finish, limited material selection. Dental models, jewelry patterns, hearing aids, micro-fluidics, high-detail prototypes."
277,Additive Manufacturing OR 3D printing OR 3DP,Vat photopolymerisation,Stereolithography,"First commercial 3D printing using UV laser to cure photopolymer resin point-by-point creating high-detail parts and patterns. Select for highest detail requirements, smooth surfaces, clear parts, or proven vat polymerization technology. Laser point-by-point curing (vs DLP area exposure), highest accuracy vat polymerization, slower than DLP. Master patterns for investment casting, detailed prototypes, clear parts, tooling patterns."
278,Additive Manufacturing OR 3D printing OR 3DP,Vat photopolymerisation,Digital Light Processing,"Vat polymerization using digital projector exposing entire layer simultaneously for faster build speeds than laser-based systems with smooth surface finish. Choose for faster vat polymerization, dental production, jewelry, or when build speed advantage over SLA important. Entire layer cured simultaneously (vs laser point scanning), faster than SLA, smooth surface, lower cost. Dental aligners/models, jewelry, hearing aids, production of small high-detail parts."
279,Additive Manufacturing OR 3D printing OR 3DP,Vat photopolymerisation,Continuous Digital Light Processing,"Advanced DLP continuously pulling part from resin while projecting image sequence dramatically increasing build speed (10-100x faster than conventional vat polymerization). Select for production-speed vat polymerization, isotropic properties, or breakthrough speed requirements. Continuous pull vs layer-by-layer (conventional), eliminates layer pause time, oxygen-permeable window enables continuous. Production of end-use parts, dental appliances at production volumes, rapid production prototyping."
280,Additive Manufacturing OR 3D printing OR 3DP,,,"Placeholder or general category for additive manufacturing capabilities not elsewhere classified. Context-dependent - use when referring to AM generically or when specific process type not designated. General AM designation, use more specific subcategories when possible. Various additive manufacturing applications."
281,Additive Manufacturing OR 3D printing OR 3DP,Material Extrusion (FDM),,"Extrudes thermoplastic filament through heated nozzle depositing material layer-by-layer most common desktop and industrial 3D printing technology. Choose for economical prototyping, engineering thermoplastics, office/desktop printing, or functional testing parts. Thermoplastic filament extrusion (vs powder or resin), wide material selection, low equipment cost, visible layer lines. Prototypes, jigs/fixtures, functional testing, low-cost concept models, engineering plastics parts."
282,Additive Manufacturing OR 3D printing OR 3DP,Material Jetting,,"Selectively deposits droplets of photopolymer or wax then UV-cures building multi-material high-resolution full-color parts. Select for multi-material parts, full-color prototypes, overmolding simulation, or highest surface finish AM. Inkjet-like droplet deposition (vs extrusion/powder), multi-material capability, full color possible, support removal by melting. Multi-material prototypes, full-color models, overmolding simulation, investment casting patterns."
283,Additive Manufacturing OR 3D printing OR 3DP,Material Jetting,PolyJet technology,"Multi-head jetting depositing photopolymer droplets and support material enabling multi-material full-color high-detail parts in single build. Choose for multi-material assemblies in single build, rubber-like overmolding, full color, or simulating final product appearance. Simultaneous multi-material jetting (vs single material), enables material gradients, full color with texture. Multi-material prototypes, overmolded assemblies, full-color realistic models, flexible-rigid combinations."
284,Additive Manufacturing OR 3D printing OR 3DP,Material Jetting,NanoParticle Jetting (NPJ),"Jets nanoparticle metal ink droplets then sinters creating metal parts with fine detail and smooth surfaces without powder handling. Select for fine-detail metal parts, smooth as-built surface, office-friendly metal AM, or when powder handling undesirable. Metal nanoparticle ink (vs powder bed), sintering after deposition, no powder handling, fine features and smooth surface. Small metal parts, jewelry, electronics, detailed metal prototypes without powder."
285,Additive Manufacturing OR 3D printing OR 3DP,Material Jetting,Drop-On Demand (DOD),"Jets individual droplets of build and support materials on demand depositing wax or thermoplastic for patterns or prototypes. Choose for investment casting patterns, support material removal by melting, or economical material jetting. Single droplet deposition on demand (vs continuous jetting), typically wax materials, support melts away. Investment casting patterns, conceptual models, lost-wax applications."
286,Additive Manufacturing OR 3D printing OR 3DP,Binder Jetting,,"Selectively deposits liquid binder onto powder bed bonding particles layer-by-layer used for sand molds, metal parts (requiring sintering), and ceramics. Choose for sand molds, full-color parts, economical metal AM (with post-sintering), or when high productivity needed. Binder bonds powder particles (vs fusion), no heat during printing, requires post-processing (sintering for metals), high productivity. Sand casting molds, full-color parts, economical metal parts (post-sintered), ceramic parts."
287,Additive Manufacturing OR 3D printing OR 3DP,Binder Jetting,Furan,"Binder jetting for sand molds using furan resin binder providing high strength and thermal stability for metal casting applications. Select for ferrous and non-ferrous sand molds, high-temperature strength, or traditional foundry binder chemistry. Furan resin chemistry (vs other binders), high hot strength, traditional foundry material, good dimensional accuracy. Iron/steel casting molds, high-temperature applications, production foundry molds."
288,Additive Manufacturing OR 3D printing OR 3DP,Binder Jetting,Silicate Binder,"Sodium silicate (water glass) binder for sand molds providing environmentally friendly option with good strength and collapsibility. Choose for environmentally-conscious molding, good collapsibility after casting, or inorganic binder system. Inorganic silicate chemistry (vs organic resins), eco-friendly, good collapsibility, lower cost. Aluminum/bronze casting molds, environmental preference, cost-effective sand molds."
289,Additive Manufacturing OR 3D printing OR 3DP,Binder Jetting,Phenolic Binder,"Phenolic resin binder for sand molds offering excellent high-temperature strength for ferrous and non-ferrous casting. Select for high hot strength requirements, smooth surface finish on castings, or proven foundry binder. Phenolic resin chemistry, excellent hot strength, smooth mold surface, established foundry material. Steel/iron casting molds, high-performance molds, production casting applications."
290,Additive Manufacturing OR 3D printing OR 3DP,Binder Jetting,Aqueous-Based Binder,"Water-based binder systems for metals, ceramics, or sand providing safer handling and environmental advantages over solvent-based systems. Choose for safer binder handling, environmental benefits, or water-based chemistry preference. Water carrier (vs solvent), safer handling, environmental advantages, suitable for various powders. Metal binder jetting, ceramic parts, environmentally-preferred sand molds."
291,Additive Manufacturing OR 3D printing OR 3DP,Powder bed fusion,,"Selectively fuses powder particles using laser or electron beam layer-by-layer producing fully dense functional metal or polymer parts. Select for functional metal parts, full density, excellent mechanical properties, or production of end-use components. Thermal fusion of powder (vs binder or extrusion), full density achievable, excellent mechanical properties, self-supporting powder. Aerospace metal components, medical implants, production tooling, functional end-use metal parts."
292,Additive Manufacturing OR 3D printing OR 3DP,Powder bed fusion,Laser Fused,"Laser beam selectively melts and fuses powder particles (SLS for polymers, SLM/DMLS for metals) producing high-strength functional parts. Choose for functional nylon parts (SLS), metal production parts (SLM), or proven PBF technology. Laser energy source (vs electron beam), atmosphere processing (inert gas), wide material range including metals and polymers. Nylon functional prototypes (SLS), titanium/aluminum production parts (SLM), medical implants, aerospace brackets."
293,Additive Manufacturing OR 3D printing OR 3DP,Powder bed fusion,Electron Beam fused,"Electron beam in vacuum melts metal powder offering faster build speeds and reduced residual stress particularly for reactive metals. Select for titanium/reactive metals, large parts, minimized residual stress, or faster build than laser. Electron beam in vacuum (vs laser in inert gas), faster scanning, lower residual stress, reactive metal capability. Large titanium aerospace parts, orthopedic implants, reduced-stress components."
294,Additive Manufacturing OR 3D printing OR 3DP,Powder bed fusion,Fused with agent and energy,"Deposits chemical agents (fusing and detailing) on powder bed then applies infrared energy to selectively fuse material enabling high productivity. Choose for high productivity polymer parts, full-color capability, or voxel-level control. Agent deposition plus IR energy (vs laser direct fusion), high productivity, voxel-level property control possible. Production polymer parts, multi-agent full-color, high-volume functional prototypes."
295,Additive Manufacturing OR 3D printing OR 3DP,Powder bed fusion,Thermally fused,"General term for powder bed fusion using thermal energy without specifying exact energy source referring to thermal bonding mechanisms in PBF. Context-dependent - may refer to various thermal fusion PBF processes, use more specific terms when possible. General thermal fusion designation. Various thermally-fused PBF applications."
296,Additive Manufacturing OR 3D printing OR 3DP,Direct energy deposition,,"Simultaneously melts and deposits material (powder or wire) using focused energy source (laser/electron beam/arc) building or repairing parts through layer addition. Choose for large parts, repair/remanufacturing, cladding/coating, or multi-axis freeform fabrication. Material fed into melt pool created by energy source (vs pre-spread powder bed), large parts possible, repair capability, multi-axis deposition. Large aerospace structures, repair of high-value parts, cladding, functionally-graded materials."
297,Additive Manufacturing OR 3D printing OR 3DP,Direct energy deposition,Laser-based DED systems,"Laser creates melt pool while powder or wire fed into pool for building large parts, cladding, or repair. Select for precision DED, powder-fed applications, or coating/cladding operations. Laser energy source (vs electron beam or arc), powder or wire feedstock, precision control. Laser cladding, turbine blade repair, large aerospace parts, functionally-graded materials."
298,Additive Manufacturing OR 3D printing OR 3DP,Direct energy deposition,Electron beam-based DED systems,"Electron beam in vacuum with wire feedstock for high deposition rate large-scale metal part production. Choose for very high deposition rates, large structures, or vacuum processing of reactive metals. Electron beam in vacuum (vs laser in atmosphere), wire feedstock, extremely high deposition rates (kg/hr). Large titanium aerospace structures, rapid large-part production, high-rate metal deposition."
299,Additive Manufacturing OR 3D printing OR 3DP,Direct energy deposition,Manufacturing (EBAM),"Electron beam additive manufacturing using wire feedstock for rapid large-scale metal production with high material efficiency. Select for largest metal AM parts, highest deposition rates, or near-net-shape large structures. Specific EBAM process/trademark, wire-fed electron beam, very high productivity for large parts. Aircraft structural components, large defense parts, rapid large-scale metal manufacturing."
300,Additive Manufacturing OR 3D printing OR 3DP,Sheet lamination,,"Bonds sheets of material (paper, plastic, metal) together layer-by-layer through adhesive, ultrasonic welding, or brazing then cuts layer profiles. Choose for large parts economically, laminated composites, embedded components, or paper/plastic prototypes. Layer bonding then cutting (vs powder/resin), large build volumes economically, can embed electronics/fibers, various bonding methods. Large prototypes, composite structures, embedded electronics, economical large parts."
301,Additive Manufacturing OR 3D printing OR 3DP,Sheet lamination,Laminated Object Manufacturing (LOM),"Bonds adhesive-coated paper or plastic sheets together and laser-cuts creating large low-cost prototypes and investment casting patterns. Select for large economical prototypes, wood-like appearance, or investment casting patterns. Adhesive sheet bonding (vs welding), paper or plastic sheets, large build volume, low material cost. Large architectural models, investment casting patterns, conceptual prototypes, low-cost large parts."
302,Additive Manufacturing OR 3D printing OR 3DP,Sheet lamination,Selective Lamination Composite Object Manufacturing (SLCOM),"Selectively bonds composite sheets only where needed reducing material waste and enabling heterogeneous material structures. Choose for composite structures, reduced material waste vs full-sheet bonding, or tailored material properties. Selective bonding (vs full-sheet bonding), reduces waste, composite material capability, tailored properties. Fiber-reinforced structures, material-efficient production, graded material properties."
303,Additive Manufacturing OR 3D printing OR 3DP,Sheet lamination,Plastic Sheet Lamination (PSL),"Bonds thermoplastic sheets through heat and pressure then cuts contours creating durable plastic parts and composites. Select for durable plastic parts, composite laminates, or thermoplastic-based lamination. Thermoplastic sheets (vs paper/metal), heat and pressure bonding, durable engineering plastics. Engineering plastic prototypes, composite structures, functional thermoplastic parts."
304,Additive Manufacturing OR 3D printing OR 3DP,Sheet lamination,Computer-Aided Manufacturing of Laminated` Engineering Materials (CAM-LEM),"Sheet lamination for composite structures and tooling from engineering materials using computer-controlled lamination and cutting. Choose for composite tooling, engineering material laminates, or automated lamination process. Engineering materials (vs paper), composite tooling applications, computer-controlled process. Composite tooling, laminated engineering structures, automated composite fabrication."
305,Additive Manufacturing OR 3D printing OR 3DP,Sheet lamination,Selective Deposition Lamination (SDL),"Hybrid process combining material deposition (extrusion) and sheet lamination enabling multi-material structures with controlled internal architecture. Choose for multi-material internal structures, combining deposition and lamination benefits, or functionally-graded parts. Combines deposition and lamination (vs pure lamination), multi-material capability, complex internal structures. Functionally-graded structures, multi-material composites, complex internal architectures."
306,Additive Manufacturing OR 3D printing OR 3DP,Sheet lamination,Composite Based Additive Manufacturing (CBAM),"Sheet lamination specifically for fiber-reinforced composite structures with controlled fiber orientation and layer architecture for structural applications. Select for structural fiber composites, controlled fiber orientation, or high-strength lightweight structures. Fiber composite focus (vs general lamination), controlled fiber architecture, structural performance. Aerospace composite structures, high-performance lightweight parts, fiber-oriented structural components."
307,Additive Manufacturing OR 3D printing OR 3DP,Sheet lamination,Ultrasonic Additive Manufacturing (UAM),"Ultrasonic welding bonds metal foils creating solid metal parts at low temperature enabling embedded sensors and dissimilar metal joining. Select for embedded sensors/electronics in metal, dissimilar metal bonding, or low-temperature metal AM. Ultrasonic welding of foils (vs adhesive/brazing), low temperature process (<50% melting point), embeds components, dissimilar metals. Embedded sensors in metal, Al-Cu bonding, low-temperature metal structures, smart structures."
308,Composites,,,"Manufactures fiber-reinforced polymer structures combining continuous reinforcement fibers (glass, carbon, aramid) with polymer matrix creating high strength-to-weight ratio tailored structures. Select for high strength-to-weight, corrosion resistance, tailored directional properties, or aerospace/automotive lightweight structures. Fiber reinforcement in polymer matrix (vs monolithic materials), anisotropic tailored properties, superior specific strength/stiffness. Aerospace structures, automotive body panels, wind turbine blades, sporting goods, marine structures."
309,Composites,Wet Lay-Up,,"Manual composite process placing dry reinforcement fabrics in mold then applying liquid resin by brush/roller consolidating by hand rolling out air. Choose for low-volume custom parts, boat hulls, repair work, or minimal equipment investment. Manual resin application to dry fabric (vs prepreg or infusion), simplest composite method, labor-intensive, lower fiber content. Boat hulls, custom parts, composite repairs, low-volume production."
310,Composites,Wet Spray-Up,,"Simultaneously sprays chopped fibers and catalyzed resin onto mold surface then hand-rolls to consolidate faster than wet lay-up for large parts. Select for large parts like boat hulls, truck bodies, or faster than wet lay-up with lower skill requirements. Simultaneous fiber and resin spray (vs sequential lay-up), chopped fibers (vs continuous fabric), faster application. Boat hulls, truck bodies, large tanks, swimming pools, low-cost large composite structures."
311,Composites,Vacuum Infusion,,"Dry reinforcement placed in mold, vacuum bag sealed, then resin drawn through fabric via vacuum pressure producing higher fiber content than wet lay-up. Choose for higher fiber content (50-60%), lower volatile emissions, large complex parts, or better properties than wet lay-up. Vacuum draws resin through dry fabric (vs manual application), higher fiber content, lower emissions, better properties. Wind turbine blades, boat hulls, large aerospace structures, high-performance parts."
312,Composites,Resin Transfer Moulding (RTM),,"Dry reinforcement in closed mold with resin injected under pressure producing parts with two finished surfaces and good fiber content. Select for medium-volume production, two finished surfaces, better dimensional control than open mold, or aerospace quality. Closed mold with resin injection (vs open mold), two finished surfaces, good fiber content (55-65%), medium volumes. Aerospace components, automotive body panels, sporting goods, medium-volume quality parts."
313,Composites,RTM Light,,"Simplified RTM using lightweight tooling (one rigid side, one flexible) and lower injection pressures for cost-effective medium volumes. Choose for lower tooling cost than full RTM, medium volumes, or one high-quality surface sufficient. Lightweight tooling (vs matched metal dies), lower pressure than RTM, reduced tooling investment. Automotive panels, industrial components, cost-effective medium volumes."
314,Composites,Prepreg,,"Pre-impregnated fibers with partially-cured resin requiring refrigerated storage then oven/autoclave curing producing highest quality structural composites. Select for aerospace structural parts, maximum mechanical properties, excellent fiber control, or when quality justifies cost. Resin pre-impregnated (vs wet lay-up), requires cold storage and autoclave cure, highest quality and properties. Aerospace primary structures, Formula 1, high-performance sporting goods, critical structural applications."
315,Composites,Filament Winding,,"Automated continuous fiber winding onto rotating mandrel with controlled tension and resin impregnation creating hollow cylindrical/spherical structures with excellent properties. Choose for pressure vessels, pipes, drive shafts, or hollow structures of revolution requiring high hoop strength. Automated fiber winding on mandrel (vs lay-up), excellent for cylindrical/spherical shapes, high fiber content and strength. Pressure vessels, rocket motor cases, pipes, drive shafts, golf club shafts."
316,Composites,Moulding Compounds,,"Ready-to-mold composite materials including Sheet Molding Compound (SMC) and Bulk Molding Compound (BMC) used in compression or injection molding. Select for high-volume compression molding, automotive body panels, or production-ready compound form. Pre-formulated molding compound (vs wet resin systems), compression molded typically, chopped fiber reinforcement. Automotive body panels, electrical enclosures, bath/shower units, high-volume molded composites."
317,Composites,Continuous Processes,,"Composite manufacturing producing continuous lengths of constant cross-section profiles through continuous fiber reinforcement and resin curing. Select for continuous profiles (not discrete parts), production efficiency, or constant cross-section products. Continuous production (vs discrete parts), constant cross-section output, various continuous methods. Encompasses pultrusion, pull-winding, continuous sheet processes."
318,Composites,Continuous Processes,Pultrusion,"Pulls fiber rovings through resin bath then heated die creating continuous constant-cross-section profiles with excellent longitudinal properties. Choose for structural profiles, grating, rods, or continuous length production with constant cross-section. Continuous pulling through die (vs discrete molding), constant cross-section, excellent axial properties. Structural profiles, electrical insulators, grating, ladder rails, utility poles."
319,Composites,Continuous Processes,Pull-winding,"Hybrid combining pultrusion with filament winding producing continuous cylindrical profiles with both axial (pultruded) and circumferential (wound) reinforcement. Select for pipes/tubes requiring both axial and hoop strength, or combining pultrusion and winding advantages. Combines pultrusion and winding (vs pure pultrusion), biaxial reinforcement, continuous tube production. High-pressure pipes, drive shafts, utility poles, composite tubing with biaxial loads."
320,Composites,Continuous Processes,Continuous sheet,"Continuous process producing flat composite sheets or panels through continuous fiber reinforcement and resin impregnation for secondary operations. Choose for continuous sheet production, roll stock for thermoforming, or high-volume flat composite material. Continuous flat sheet production (vs profiles), roll stock form, secondary forming possible. Composite sheet stock, thermoformable composites, continuous panel production."
321,Composites,Continuous Processes,Continuous filament winding,"Continuously winds fibers onto moving mandrel producing long cylindrical structures like pipes in continuous production without discrete cycles. Select for high-volume pipe production, continuous tube manufacturing, or production efficiency vs discrete winding. Continuous production (vs discrete part winding), high production rates, suitable for pipes and tubes. High-volume composite pipe, continuous tube production, production-scale cylindrical structures."
322,Composites,Thermoplastics,,"Composite materials using thermoplastic matrix (vs thermoset) enabling rapid processing, reformability, recyclability, and welding with fiber reinforcement. Choose for rapid processing cycles, recyclability, post-forming capability, or welding/joining composite parts. Thermoplastic matrix (vs thermoset), rapid consolidation (minutes vs hours), reformable and weldable, recyclable. Automotive structural parts, aerospace secondary structures, rapid-cycle production, recyclable composites."
323,Composites,Automated composites preforming,,"Automated processes creating dry fiber preforms matching final part geometry before resin infusion using robotics, pressing, or forming equipment. Select for repeatable preform production, labor reduction, or precision fiber placement before infusion. Automated dry preform creation (vs manual lay-up), improves repeatability, reduces labor, enables complex preforms. Dry preforms for RTM/infusion, automated aerospace preform production, consistent complex shapes."
324,Composites,Automated composites preforming,Robot/press forming,"Automated robots or presses forming dry fiber reinforcements into 3D preform shapes for subsequent resin infusion or other molding. Choose for automated preform consistency, complex 3D shapes, or labor reduction in preforming. Robotic or press-formed dry preforms (vs manual), automated consistent preforms, complex geometries. Automotive preforms, aerospace dry preform automation, consistent complex preform shapes."
325,Composites,Automated composites preforming,Double diapgrahm forming,"Pressurized membranes above and below fiber stack forming complex double-curvature preforms with reduced wrinkles and good compaction. Select for complex curvatures, wrinkle-free preforms, or uniform compaction of dry fabrics. Dual membrane pressurization (vs single-sided), excellent for complex curves, reduced wrinkles, uniform compaction. Complex aerospace preforms, double-curvature shapes, high-quality dry preforms."
326,Automation,,,"Integrates mechanical, electrical, and software systems to execute manufacturing processes with reduced human intervention through programmable control and intelligent systems. Choose for repeatability, high-volume consistency, hazardous environment operation, or precision beyond manual capability. Automated system execution (vs manual operation), programmable and consistent, integrates sensors/actuators/controls, reduces human intervention. Robotic assembly, automated material handling, CNC machining, process control systems."
327,Automation,Autonomous manufacturing application,,"Advanced systems using AI, sensors, and control algorithms making decisions and adapting operations without human intervention in real-time. Select for self-optimizing processes, adaptive manufacturing, autonomous decision-making, or Industry 4.0 implementation. AI-driven autonomous operation (vs programmed automation), self-learning and adapting, minimal human intervention. Self-optimizing machining, autonomous mobile robots, adaptive process control, intelligent manufacturing cells."
328,Automation,Robotics & advanced robotics,,"Programmable multi-axis machines performing manufacturing tasks like assembly, welding, painting, material handling with increasing intelligence and collaboration capability. Choose for repeatable precision tasks, hazardous operations, high-speed assembly, or flexible automation. Programmable multi-axis manipulation (vs fixed automation), teach/program capability, versatile for various tasks. Industrial robots for welding/assembly/painting, collaborative robots (cobots), mobile manipulation."
329,Automation,Advanced Process Control,,"Sophisticated mathematical control algorithms optimizing manufacturing process parameters in real-time using models, sensors, and feedback for quality and efficiency. Select for complex process optimization, multi-variable control, real-time adaptation, or when basic PID control insufficient. Model-based advanced control (vs simple PID), multi-variable optimization, predictive and adaptive algorithms. MPC for chemical processes, adaptive machining control, real-time quality optimization."
330,Automation,Bespoke automation & mechatronics,,"Custom-designed automated systems integrating mechanical, electrical, electronic, and software engineering to solve specific manufacturing challenges and requirements. Choose for unique automation requirements, custom production equipment, or when standard automation inadequate. Custom-engineered automation (vs off-the-shelf), integrated mechatronic design, application-specific solutions. Special-purpose machines, custom test equipment, unique production automation, proprietary manufacturing systems."
331,Automation,Factory and Assembly,,"Automation systems and equipment for manufacturing assembly operations including workstations, material handling, quality inspection, and process integration. Select for automated assembly lines, integrated production systems, or manufacturing execution automation. Assembly-focused automation (vs process automation), integrated workstations and material handling, production line systems. Automated assembly lines, integrated manufacturing cells, production line automation."
332,Automation,Factory and Assembly,Automated assembly,"Robotic or mechanized systems performing assembly operations like part insertion, fastening, welding, bonding with automated feeding and positioning. Choose for high-volume repetitive assembly, precision assembly, or labor reduction in assembly operations. Automated part assembly (vs manual), robotic or dedicated automation, integrated feeding and quality verification. Electronics assembly, automotive assembly automation, high-volume product assembly, precision automated assembly."
333,Automation,Factory and Assembly,Smart assembly and work holding,"Intelligent fixtures and holding systems using sensors, actuators, and control to automatically adapt, position, verify, and secure workpieces during assembly. Select for adaptive fixturing, automatic part location verification, or intelligent clamping with feedback. Sensor-integrated intelligent fixtures (vs passive fixtures), adaptive positioning and clamping, verification capabilities. Adaptive fixtures, intelligent clamping, sensor-verified positioning, flexible fixturing systems."
